date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,complaint_id,clean_text,year_month,word_count
2025-06-06,credit_card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,"My name on the card issued by Citi is incorrect, and it does not match what was on my application. My suffix "" XXXX '' was omitted from the card. Citi Customer Service attempted to tell me the onus was on me to complete a form to "" changed my name '', which is ridiculous since my application contained my legal suffix. I offered to upload or email a copy of my license, but was rebuffed because Citi claims federal law requires me to complete their form and postal mail it back.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CO,816XX,,Consent provided,Web,6/6/2025,Closed with non-monetary relief,Yes,,13932976,"my name on the card issued by citi is incorrect, and it does not match what was on my application. my suffix xxxx was omitted from the card. citi customer service attempted to tell me the onus was on me to complete a form to changed my name , which is ridiculous since my application contained my legal suffix. i offered to upload or email a copy of my license, but was rebuffed because citi claims federal law requires me to complete their form and postal mail it back.",2025-06,89
2025-06-07,savings,Checking account,Closing an account,Funds not received from closed account,"XXXX MONDAY! 
Deposited XXXX checks from state of California, a back pay checks since XXXX of last year. Around XXXX something with a XXXX limit if you do online check deposit. 

XXXX Checking my account online and I got this message, all day I was checking all day and just waiting. Because of those check that I deposited if they all went through. But all day nothing no text no messages nothing, even emails nothing. Citibank did not notify me about locking my account. When I log on I get these messages Our system is experiencing delays, try again later. 

OUR SYSTEM THEIR SYSTEM, CITIBANK SYSTEM NOT MY SYSTEM. Try again later, its clear! Try again later! 

XXXX Called the number behind the card, they said theres a block on my account with no alerts, email or call from citibank XXXX 
Transferred me 5 times with different option either hit option XXXX or XXXX, which is not in the phone menu. And hanging up the phone also. Called them several times! And finally decided to go to the bank close by me. 
XXXX went to the bank was there XXXX. 
Same thing, cant do anything. Told me to wait XXXX to XXXX hours. But they can call the fraud department. XXXX mentioned. Its clear on the online alert our system. Their system XXXX Been XXXX still waiting cant still log in online. 
Home payment All bill payments on hold. 
Parents rental apartment on hold. Etc. 
Caused me so frustration, anxiety and stress. Why give me a good reason why? XXXX tell me that theres a weird activity on that transaction, followed the XXXX XXXX that required online check deposits. Why put a hold on my account without not telling me? 
XXXX am Also missed days of working also because of this issue. Tomorrow XXXX might go back to the bank if I can not go through online banking. Missing a day of work again. 
Log in for today past XXXX hours. 

XXXX Same thing XXXX XXXX XXXX Went to CITIBANK They said no reason why will get the money via mail, No account access, no atm access nothing. Also I have no access online to update my address, this will cause another delay if they send it to a old address or get stolen, they did not communicate with me day, closing my account without member communication is not good. they are holding my funds both ihss and my full time job, even my national debt relief is on hold, fund on hold. XXXX so financially broke, cant even pay gas for what had happened. 

Note : pls send my money to this address : XXXX XXXX XXXX XXXX XXXX CA XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,951XX,,Consent provided,Web,6/7/2025,Closed with non-monetary relief,Yes,,13954175,"xxxx monday! deposited xxxx checks from state of california, a back pay checks since xxxx of last year. around xxxx something with a xxxx limit if you do online check deposit. xxxx checking my account online and i got this message, all day i was checking all day and just waiting. because of those check that i deposited if they all went through. but all day nothing no text no messages nothing, even emails nothing. citibank did not notify me about locking my account. when i log on i get these messages our system is experiencing delays, try again later. our system their system, citibank system not my system. try again later, its clear! try again later! xxxx called the number behind the card, they said theres a block on my account with no alerts, email or call from citibank xxxx transferred me 5 times with different option either hit option xxxx or xxxx, which is not in the phone menu. and hanging up the phone also. called them several times! and finally decided to go to the bank close by me. xxxx went to the bank was there xxxx. same thing, cant do anything. told me to wait xxxx to xxxx hours. but they can call the fraud department. xxxx mentioned. its clear on the online alert our system. their system xxxx been xxxx still waiting cant still log in online. home payment all bill payments on hold. parents rental apartment on hold. etc. caused me so frustration, anxiety and stress. why give me a good reason why? xxxx tell me that theres a weird activity on that transaction, followed the xxxx xxxx that required online check deposits. why put a hold on my account without not telling me? xxxx am also missed days of working also because of this issue. tomorrow xxxx might go back to the bank if i can not go through online banking. missing a day of work again. log in for today past xxxx hours. xxxx same thing xxxx xxxx xxxx went to citibank they said no reason why will get the money via mail, no account access, no atm access nothing. also i have no access online to update my address, this will cause another delay if they send it to a old address or get stolen, they did not communicate with me day, closing my account without member communication is not good. they are holding my funds both ihss and my full time job, even my national debt relief is on hold, fund on hold. xxxx so financially broke, cant even pay gas for what had happened. note pls send my money to this address xxxx xxxx xxxx xxxx xxxx ca xxxx",2025-06,450
2025-06-10,debt_collection,Other debt,Attempts to collect debt not owed,Debt is not yours,XX/XX/year> & XX/XX/year> disputes were filed about accuracy of account. Debt validation was requested. Dispute was marked as resolved with no further communication from debt collector. This violating my rights through the Fair Debt Collections Practice Act.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"HOVG, LLC",PA,19053,,Consent provided,Web,6/10/2025,Closed with explanation,Yes,,13996124,xxxxyear xxxxyear disputes were filed about accuracy of account. debt validation was requested. dispute was marked as resolved with no further communication from debt collector. this violating my rights through the fair debt collections practice act.,2025-06,36
2025-06-07,savings,Checking account,Managing an account,Problem using a debit or ATM card,"Subject : Unauthorized debit card transactions after theft Wells Fargo denied liability in violation of EFTA Details of the issue : I am a Wells Fargo customer, and I was the victim of a theft in late XX/XX/year>, during which my debit card and mobile phone were stolen. Following the theft, over {$4000.00} in unauthorized transactions were made using my stolen card and PIN, including numerous ATM withdrawals and cash-back purchases across several days. The claim number with Wells Fargo is # XXXX. 

I did not authorize any of these transactions, and I immediately reported the theft and the fraudulent activity to Wells Fargo. However, despite clearly being the victim of criminal fraud, Wells Fargo denied my claim, citing that the correct PIN was used as if that makes the activity authorized. This is a misapplication of the law and a direct violation of the Electronic Fund Transfer Act ( EFTA ), 15 U.S.C. 1693 et seq., and Regulation E ( 12 CFR 1005 ). 

Under 15 U.S.C. 1693g, I am not liable for unauthorized transactions if I report them in a timely manner, especially when the access device ( my debit card ) was used without my authorization. The use of the correct PIN by a thief does not constitute my consent to the transfers. 

Additionally, under 15 U.S.C. 1693f, Wells Fargo had a legal duty to promptly investigate my claim, provide provisional credit, and resolve the matter fairly they failed on all counts. Instead, they dismissed the case without considering the full facts, including : Multiple ATM withdrawals made at the same two XXXX locations over several days. 
Suspiciously maxed-out withdrawal amounts in short intervals. 
Cash-back purchases at XXXX also spread across multiple days. 
I have a police report number available to confirm the theft ( available upon request ). 

Wells Fargo has attempted to shift liability to me based solely on the PIN usage, but thats not consistent with federal law or regulatory expectations. I have attached screenshots showing the fraudulent transactions marked Removed by Wells Fargo but not reimbursed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,AZ,85705,,Consent provided,Web,6/7/2025,Closed with explanation,Yes,,13948165,"subject unauthorized debit card transactions after theft wells fargo denied liability in violation of efta details of the issue i am a wells fargo customer, and i was the victim of a theft in late xxxxyear, during which my debit card and mobile phone were stolen. following the theft, over 4000.00 in unauthorized transactions were made using my stolen card and pin, including numerous atm withdrawals and cash-back purchases across several days. the claim number with wells fargo is xxxx. i did not authorize any of these transactions, and i immediately reported the theft and the fraudulent activity to wells fargo. however, despite clearly being the victim of criminal fraud, wells fargo denied my claim, citing that the correct pin was used as if that makes the activity authorized. this is a misapplication of the law and a direct violation of the electronic fund transfer act efta , 15 u.s.c. 1693 et seq., and regulation e 12 cfr 1005 . under 15 u.s.c. 1693g, i am not liable for unauthorized transactions if i report them in a timely manner, especially when the access device my debit card was used without my authorization. the use of the correct pin by a thief does not constitute my consent to the transfers. additionally, under 15 u.s.c. 1693f, wells fargo had a legal duty to promptly investigate my claim, provide provisional credit, and resolve the matter fairly they failed on all counts. instead, they dismissed the case without considering the full facts, including multiple atm withdrawals made at the same two xxxx locations over several days. suspiciously maxed-out withdrawal amounts in short intervals. cash-back purchases at xxxx also spread across multiple days. i have a police report number available to confirm the theft available upon request . wells fargo has attempted to shift liability to me based solely on the pin usage, but thats not consistent with federal law or regulatory expectations. i have attached screenshots showing the fraudulent transactions marked removed by wells fargo but not reimbursed.",2025-06,334
2025-06-06,mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Changes in loan terms during the application process,"In early 2025, we applied for a VA home loan through Lennar Mortgage with an initial offer of {$360000.00} at 3.75 % interest and estimated {$5000.00} in closing costs. Based on this offer, we proceeded with the application. 

Later, Lennar denied our application due to credit concerns and asked me to fix specific items on my credit report. I paid {$2200.00} to bring my student loans into good standing and {$1300.00} to settle a collection account with XXXX XXXX XXXX, which was successfully removed from my credit report as requested. 

After completing these actions in good faith, Lennar presented a new loan offer with a much higher interest rate and closing costs, without clearly communicating these changes or calling us to explain. The interest rate increased from 3.75 % to 4.5 %, and the closing costs jumped unexpectedly from {$5000.00} to {$13000.00}. Because of this last-minute change, we didnt have enough funds to proceed. 

We were also never told that reapplying could jeopardize our {$3000.00} earnest money. Because no one explained this to us, we lost the opportunity to walk away early and protect ourselves financially. On top of that, we paid {$530.00} for a home inspection, which we were pressured to complete even though the loan terms were unstable. 

This entire process has deeply hurt our family. We have a XXXX child who would have greatly benefited from this moveespecially with access to better schools and a more supportive location. Instead, because of Lennars lack of transparency and poor communication, we had to renew our lease at our current apartment and stay in a place that doesnt meet our daughters needs. 

Now they are refusing to return our earnest money, claiming a vague lack of funds and ignoring the fact that they acted in bad faith throughout the process. We feel taken advantage of, misled, and devastated that a company we trusted would treat a family in our situation this way.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Lennar Financial Services, LLC",TX,77073,Servicemember,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13934484,"in early 2025, we applied for a va home loan through lennar mortgage with an initial offer of 360000.00 at 3.75 interest and estimated 5000.00 in closing costs. based on this offer, we proceeded with the application. later, lennar denied our application due to credit concerns and asked me to fix specific items on my credit report. i paid 2200.00 to bring my student loans into good standing and 1300.00 to settle a collection account with xxxx xxxx xxxx, which was successfully removed from my credit report as requested. after completing these actions in good faith, lennar presented a new loan offer with a much higher interest rate and closing costs, without clearly communicating these changes or calling us to explain. the interest rate increased from 3.75 to 4.5 , and the closing costs jumped unexpectedly from 5000.00 to 13000.00. because of this last-minute change, we didnt have enough funds to proceed. we were also never told that reapplying could jeopardize our 3000.00 earnest money. because no one explained this to us, we lost the opportunity to walk away early and protect ourselves financially. on top of that, we paid 530.00 for a home inspection, which we were pressured to complete even though the loan terms were unstable. this entire process has deeply hurt our family. we have a xxxx child who would have greatly benefited from this moveespecially with access to better schools and a more supportive location. instead, because of lennars lack of transparency and poor communication, we had to renew our lease at our current apartment and stay in a place that doesnt meet our daughters needs. now they are refusing to return our earnest money, claiming a vague lack of funds and ignoring the fact that they acted in bad faith throughout the process. we feel taken advantage of, misled, and devastated that a company we trusted would treat a family in our situation this way.",2025-06,320
2025-06-06,debt_collection,Credit card debt,Threatened to contact someone or share information improperly,Contacted you after you asked them to stop,"What happened : In XXXX, XXXX XXXX XXXX XXXX was assigned two credit card accounts from Citibank ( ending in XXXX and XXXX ). I submitted formal debt validation requests for both accounts on XX/XX/XXXX, and again on subsequent dates ( XX/XX/XXXX and XX/XX/XXXX for XXXX ; XX/XX/XXXX for XXXX ). These disputes were made under the Fair Debt Collection Practices Act ( FDCPA 809 ( b ) ).

Despite never receiving full and proper validationincluding a complete account history, charge-off info, and an itemized breakdownXXXX XXXX continued collection activity. They issued collection notices and eventually transferred both accounts to law firms : XXXX XXXX XXXX ( XXXX ) and XXXX XXXX XXXX XXXX ( XXXX ). Both firms began pursuing legal action and threatening collection while the debts were still in dispute. 

On XX/XX/XXXX, I sent XXXX XXXX a certified follow-up letter detailing the violations and requesting corrective action. It was received XX/XX/XXXX. No response was received. 

XXXX XXXX violated FDCPA provisions by continuing to collect and transferring the disputed debts without validation. Their inaction and the downstream legal threats have caused unnecessary stress, confusion, and harm. 

I am requesting enforcement action, deletion of the tradelines, and acknowledgment of the FDCPA violations.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,94044,,Consent provided,Web,6/6/2025,Closed with non-monetary relief,Yes,,13934923,"what happened in xxxx, xxxx xxxx xxxx xxxx was assigned two credit card accounts from citibank ending in xxxx and xxxx . i submitted formal debt validation requests for both accounts on xxxxxxxx, and again on subsequent dates xxxxxxxx and xxxxxxxx for xxxx ; xxxxxxxx for xxxx . these disputes were made under the fair debt collection practices act fdcpa 809 b . despite never receiving full and proper validationincluding a complete account history, charge-off info, and an itemized breakdownxxxx xxxx continued collection activity. they issued collection notices and eventually transferred both accounts to law firms xxxx xxxx xxxx xxxx and xxxx xxxx xxxx xxxx xxxx . both firms began pursuing legal action and threatening collection while the debts were still in dispute. on xxxxxxxx, i sent xxxx xxxx a certified follow-up letter detailing the violations and requesting corrective action. it was received xxxxxxxx. no response was received. xxxx xxxx violated fdcpa provisions by continuing to collect and transferring the disputed debts without validation. their inaction and the downstream legal threats have caused unnecessary stress, confusion, and harm. i am requesting enforcement action, deletion of the tradelines, and acknowledgment of the fdcpa violations.",2025-06,193
2025-06-10,debt_collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,"To Whom It May Concern, I am writing to formally dispute a debt that has been reported by KICKOFF LENDING, LLC and assert that it is inaccurate, not mine, and the result of identity theft. 

In accordance with the Fair Credit Reporting Act ( FCRA ) and the Fair Debt Collection Practices Act ( FDCPA ), I am exercising my right to dispute this debt and request a thorough investigation. I did not authorize or initiate the account or transaction in question. Based on my review, this account may have already been charged off or resolved in some manner, and its continued reporting as of XX/XX/year> in the amount of {$120.00}. The collection efforts are erroneous and damaging.",Company believes it acted appropriately as authorized by contract or law,Kikoff Inc.,GA,30013,,Consent provided,Web,6/10/2025,Closed with explanation,Yes,,13995513,"to whom it may concern, i am writing to formally dispute a debt that has been reported by kickoff lending, llc and assert that it is inaccurate, not mine, and the result of identity theft. in accordance with the fair credit reporting act fcra and the fair debt collection practices act fdcpa , i am exercising my right to dispute this debt and request a thorough investigation. i did not authorize or initiate the account or transaction in question. based on my review, this account may have already been charged off or resolved in some manner, and its continued reporting as of xxxxyear in the amount of 120.00. the collection efforts are erroneous and damaging.",2025-06,115
2025-06-10,savings,Checking account,Closing an account,Funds not received from closed account,"I received a notice that Citibank is closing my account and restricting all access to my funds. I am the legal account holder and there are no overdrafts, chargebacks, or disputes. 

I was told I must wait up to 60 days to receive my balance by mail, but this is not reasonable. I requested an early disbursement at the branch located at XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX and by phone and was given the "" up to 60-day '' response.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,94804,,Consent provided,Web,6/10/2025,Closed with monetary relief,Yes,,13995586,"i received a notice that citibank is closing my account and restricting all access to my funds. i am the legal account holder and there are no overdrafts, chargebacks, or disputes. i was told i must wait up to 60 days to receive my balance by mail, but this is not reasonable. i requested an early disbursement at the branch located at xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx and by phone and was given the up to 60-day response.",2025-06,84
2025-06-06,credit_card,Store credit card,Problem when making payments,You never received your bill or did not know a payment was due,"The link to the Home Depot credit card website run by Citibank does not work online or by scanning the XXXX code on the back of the card, and it has been like this for at least a month. It says "" Our server generated some error ... '' When I called to try to figure out how to fix this, the only resolution they suggested was to basically delete all of the browsing history and passwords for all of my accounts on XXXX XXXX. I was unwilling to do this, so I tried XXXX. It also did not work. I also tried to login on by my phone using the XXXX code on the back. It did not work. They are basically making it impossible to pay my promotional balance on time so that they can charge me XXXX XXXX interest on that balance.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TN,380XX,,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13935186,"the link to the home depot credit card website run by citibank does not work online or by scanning the xxxx code on the back of the card, and it has been like this for at least a month. it says our server generated some error ... when i called to try to figure out how to fix this, the only resolution they suggested was to basically delete all of the browsing history and passwords for all of my accounts on xxxx xxxx. i was unwilling to do this, so i tried xxxx. it also did not work. i also tried to login on by my phone using the xxxx code on the back. it did not work. they are basically making it impossible to pay my promotional balance on time so that they can charge me xxxx xxxx interest on that balance.",2025-06,143
2025-06-06,savings,Checking account,Closing an account,Can't close your account,"This is the third time that USAA has randomly locked my account, intentionally right when I get my direct deposit from my job that I have had for XXXX years now. They refuse to do anything without me sending them proof that I am me, even though they already verify me with my user id, pin, and a security code sent to my device. Now I am sick of dealing with this fraud at this point and requested that my account be closed and my my money mailed to me by check they refuse to do so without me apparently sending them my ID after they have already verified me through their security measures.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,UNITED SERVICES AUTOMOBILE ASSOCIATION,PA,16001,Servicemember,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13935390,"this is the third time that usaa has randomly locked my account, intentionally right when i get my direct deposit from my job that i have had for xxxx years now. they refuse to do anything without me sending them proof that i am me, even though they already verify me with my user id, pin, and a security code sent to my device. now i am sick of dealing with this fraud at this point and requested that my account be closed and my my money mailed to me by check they refuse to do so without me apparently sending them my id after they have already verified me through their security measures.",2025-06,114
2025-06-06,debt_collection,Credit card debt,Threatened to contact someone or share information improperly,Contacted you after you asked them to stop,"What happened : In XXXX, Credit Control , LLC was assigned two credit card accounts from XXXX ( ending in XXXX and XXXX ). I submitted formal debt validation requests for both accounts on XX/XX/XXXX, and again on subsequent dates ( XX/XX/XXXX and XX/XX/XXXX for XXXX ; XX/XX/XXXX for XXXX ). These disputes were made under the Fair Debt Collection Practices Act ( FDCPA 809 ( b ) ). 

Despite never receiving full and proper validationincluding a complete account history, charge-off info, and an itemized breakdownCredit Control continued collection activity. They issued collection notices and eventually transferred both accounts to law firms : XXXX XXXX XXXX ( XXXX ) and XXXX XXXX XXXX XXXX ( XXXX ). Both firms began pursuing legal action and threatening collection while the debts were still in dispute. 

On XX/XX/XXXX, I sent Credit Control a certified follow-up letter detailing the violations and requesting corrective action. It was received XX/XX/XXXX. No response was received. 

Credit Control violated FDCPA provisions by continuing to collect and transferring the disputed debts without validation. Their inaction and the downstream legal threats have caused unnecessary stress, confusion, and harm. 

I am requesting enforcement action, deletion of the tradelines, and acknowledgment of the FDCPA violations.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Credit Control, LLC",CA,94044,,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13935352,"what happened in xxxx, credit control , llc was assigned two credit card accounts from xxxx ending in xxxx and xxxx . i submitted formal debt validation requests for both accounts on xxxxxxxx, and again on subsequent dates xxxxxxxx and xxxxxxxx for xxxx ; xxxxxxxx for xxxx . these disputes were made under the fair debt collection practices act fdcpa 809 b . despite never receiving full and proper validationincluding a complete account history, charge-off info, and an itemized breakdowncredit control continued collection activity. they issued collection notices and eventually transferred both accounts to law firms xxxx xxxx xxxx xxxx and xxxx xxxx xxxx xxxx xxxx . both firms began pursuing legal action and threatening collection while the debts were still in dispute. on xxxxxxxx, i sent credit control a certified follow-up letter detailing the violations and requesting corrective action. it was received xxxxxxxx. no response was received. credit control violated fdcpa provisions by continuing to collect and transferring the disputed debts without validation. their inaction and the downstream legal threats have caused unnecessary stress, confusion, and harm. i am requesting enforcement action, deletion of the tradelines, and acknowledgment of the fdcpa violations.",2025-06,193
2025-06-06,mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,Negative impact of inaccurate appraisal,"b'To Whom It May Concern,\n\nI am filing a formal complaint regarding a residential appraisal conducted on my property at XXXX XXXX XXXX XXXX XXXX, FL, completed by XXXX XXXX XXXX XXXX, a Florida Certified Residential Appraiser (License #XXXX). The appraisal was completed on XXXX XXXX XXXX, and I believe it contains a serious factual error that has significantly and improperly affected the valuation of my home.\n\nThe appraiser used a comparable sale located at XXXX XXXX XXXX to justify the valuation. However, this property is located on a different XXXX XXXX XXXX XXXX XXXX  one that is:\n\nGeographically distant from my neighborhood\n\nIn a less desirable area\n\nLocated near a XXXX\n\nNot considered part of the same local market by real estate professionals or residents\n\nThere are two separate and distinct XXXX XXXX segments in XXXX XXXX:\n\nOne is located XXXX XXXX XXXX XXXX XXXX XXXX, within my immediate residential neighborhood.\n\nThe other is across town, near XXXX XXXX XXXX XXXX XXXX XXXX, adjacent to commercial and transitional areas, and does not reflect the character or market conditions of my area.\n\nI have attached a map screenshot clearly identifying both XXXX XXXX locations, with my neighborhood and the incorrect comp area circled for clarity. My property is located near the southern XXXX XXXX  segment XXXX XXXX XXXX XXXX), and the comp used is from the northern segment, which is not comparable in terms of value, desirability, or proximity.\n\nThis is a location-based error, not a subjective dispute about the valuation. The use of a comp from a different submarket violates USPAP standards, particularly:\n\nGeographic competency (USPAP Standards Rule 1-1(b), 1-4(a))\n\nVerification of comparable data\n\nFailure to perform proper market segmentation and neighborhood analysis\n\nThis error materially impacted my ability to secure financing for a renovation loan, as it caused the appraised value to fall short of expected market value.\n\n Attachments:\nA copy of the appraisal showing the incorrect comp\n\nA map screenshot identifying both XXXX XXXX locations\n\nI respectfully request a review and determination of whether USPAP standards were followed in this case, and if disciplinary action is warranted.\n\nThank you for your attention.\n\nSincerely,\nXXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XXXX",Company believes complaint caused principally by actions of third party outside the control or direction of the company,RenoFi Inc.,FL,32789,,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13933470,"bto whom it may concern,nni am filing a formal complaint regarding a residential appraisal conducted on my property at xxxx xxxx xxxx xxxx xxxx, fl, completed by xxxx xxxx xxxx xxxx, a florida certified residential appraiser license xxxx. the appraisal was completed on xxxx xxxx xxxx, and i believe it contains a serious factual error that has significantly and improperly affected the valuation of my home.nnthe appraiser used a comparable sale located at xxxx xxxx xxxx to justify the valuation. however, this property is located on a different xxxx xxxx xxxx xxxx xxxx one that isnngeographically distant from my neighborhoodnnin a less desirable areannlocated near a xxxxnnnot considered part of the same local market by real estate professionals or residentsnnthere are two separate and distinct xxxx xxxx segments in xxxx xxxxnnone is located xxxx xxxx xxxx xxxx xxxx xxxx, within my immediate residential neighborhood.nnthe other is across town, near xxxx xxxx xxxx xxxx xxxx xxxx, adjacent to commercial and transitional areas, and does not reflect the character or market conditions of my area.nni have attached a map screenshot clearly identifying both xxxx xxxx locations, with my neighborhood and the incorrect comp area circled for clarity. my property is located near the southern xxxx xxxx segment xxxx xxxx xxxx xxxx, and the comp used is from the northern segment, which is not comparable in terms of value, desirability, or proximity.nnthis is a location-based error, not a subjective dispute about the valuation. the use of a comp from a different submarket violates uspap standards, particularlynngeographic competency uspap standards rule 1-1b, 1-4annverification of comparable datannfailure to perform proper market segmentation and neighborhood analysisnnthis error materially impacted my ability to secure financing for a renovation loan, as it caused the appraised value to fall short of expected market value.nn attachmentsna copy of the appraisal showing the incorrect compnna map screenshot identifying both xxxx xxxx locationsnni respectfully request a review and determination of whether uspap standards were followed in this case, and if disciplinary action is warranted.nnthank you for your attention.nnsincerely,nxxxx xxxx xxxx xxxx xxxx xxxx xxxx fl xxxx",2025-06,344
2025-06-06,savings,Checking account,Managing an account,Funds not handled or disbursed as instructed,"XXXX XXXX XXXX XXXX XXXX XXXX, TX XXXX XXXX XXXX Date : XX/XX/year> Subject : Complaint Against MoneyLion for Unlawful Retention of Funds To Whom It May Concern, I am filing this complaint against MoneyLion regarding my account ( Account Number : XXXX ), which was closed by the company on XX/XX/year>. As of the date of closure, the account held a balance of {$5000.00}. I have made multiple attempts to contact MoneyLion and request the return of my funds. However, they continue to withhold the money, stating I am not eligible to receive it. 

I have provided written confirmation and an indemnity letter ( attached ) clearly stating : I am the rightful owner of the funds. 
There is no fraud or legal dispute associated with the account.

I can prove the source of all deposits made into the account as legal and valid.

Despite this, MoneyLion has not taken any steps to return my funds, nor have they provided a clear explanation or timeline for resolution.

I am requesting your immediate assistance to investigate this issue and ensure that my funds are returned without further delay. This withholding of funds is unfair and potentially unlawful. 

Thank you for your attention to this matter. 

Sincerely, XXXX XXXX",Company believes it acted appropriately as authorized by contract or law,MoneyLion Inc.,TX,75062,,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13933527,"xxxx xxxx xxxx xxxx xxxx xxxx, tx xxxx xxxx xxxx date xxxxyear subject complaint against moneylion for unlawful retention of funds to whom it may concern, i am filing this complaint against moneylion regarding my account account number xxxx , which was closed by the company on xxxxyear. as of the date of closure, the account held a balance of 5000.00. i have made multiple attempts to contact moneylion and request the return of my funds. however, they continue to withhold the money, stating i am not eligible to receive it. i have provided written confirmation and an indemnity letter attached clearly stating i am the rightful owner of the funds. there is no fraud or legal dispute associated with the account. i can prove the source of all deposits made into the account as legal and valid. despite this, moneylion has not taken any steps to return my funds, nor have they provided a clear explanation or timeline for resolution. i am requesting your immediate assistance to investigate this issue and ensure that my funds are returned without further delay. this withholding of funds is unfair and potentially unlawful. thank you for your attention to this matter. sincerely, xxxx xxxx",2025-06,201
2025-06-06,debt_collection,Credit card debt,False statements or representation,Told you not to respond to a lawsuit they filed against you,"Old bill from year 2003 from Citibank. 
Citibank said they have no information on this old bill. 
We did pay this bill about 2 years ago in full from a company claiming they have the old bill and demanded payment or we will have to go to court and pay a much larger amount than was owed. We kept the paperwork making it was paid. 
Now another company is attempting the same tactics. 
This matter was investigated by the CFPB and the old bill is still on file from Citibank and no action will/is being taken due to the age and the write off. 
Now the new fraudulent company is contacting my husband and his XXXX year old parents 1000 miles away.

The company will not give an address and is claiming they are a Mitigation company. This is a new tactic.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WY,822XX,Older American,Consent provided,Web,6/6/2025,Closed with explanation,Yes,,13933977,old bill from year 2003 from citibank. citibank said they have no information on this old bill. we did pay this bill about 2 years ago in full from a company claiming they have the old bill and demanded payment or we will have to go to court and pay a much larger amount than was owed. we kept the paperwork making it was paid. now another company is attempting the same tactics. this matter was investigated by the cfpb and the old bill is still on file from citibank and no action willis being taken due to the age and the write off. now the new fraudulent company is contacting my husband and his xxxx year old parents 1000 miles away. the company will not give an address and is claiming they are a mitigation company. this is a new tactic.,2025-06,142
